name,year,buy_price,sell_price,km_driven,fuel,seller_type,transmission,owner
Maruti Wagon R LX BS IV,2011,132725.7169,160000,155000,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLX,2019,767964.8578,860000,35000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2018,574907.7066,650000,20000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2010,89213.36665,100000,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 VXI,2017,233980.7053,282000,20000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta (o),2009,262803.6061,300000,50000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta,2010,233053.2634,270000,110000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,462316.3341,550000,29000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D2 BSIV,2013,380624.2471,450000,120000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,2011,356194.6371,430000,70000,Diesel,Individual,Manual,Second Owner
Maruti Ertiga VXI ABS,2013,286384.8394,350000,40000,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 E MT,2017,303760.6517,350000,20000,Petrol,Individual,Manual,First Owner
Toyota Etios Liva G,2013,193918.9634,229999,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2013,95966.66192,110000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2012,319499.3531,395000,49000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,532326.3662,650000,70000,Diesel,Individual,Automatic,Second Owner
Mahindra Bolero SLX,2011,287743.8267,350000,90000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W11 Option AWD,2020,1161554.259,1400000,25000,Diesel,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2018,311668.6763,360000,4000,Petrol,Individual,Manual,First Owner
Mahindra Marazzo M8 8Str,2018,1166846.904,1300000,10000,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,718052.9869,800000,15000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,2018,202950.8045,229999,30000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI,2014,253860.6491,315000,41000,Petrol,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LT,2012,100497.5042,125000,28000,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha,2019,602416.3715,700000,16000,Petrol,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,2015,141377.7329,160000,70000,Petrol,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,464622.2522,530000,10832,Petrol,Dealer,Manual,First Owner
Ford Figo Aspire Facelift,2018,510436.3413,624000,14681,Diesel,Dealer,Manual,First Owner
Hyundai i10 Era,2009,218697.2636,250000,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,2016,508924.7714,585000,51000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.4 VTVT,2015,425508.6119,500000,25000,Petrol,Individual,Manual,First Owner
Chevrolet Sail 1.2 LT ABS,2014,311271.4312,350000,30000,Petrol,Individual,Manual,First Owner
Honda City i-DTEC SV,2014,416661.1502,495000,80000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,437140.913,500000,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,375768.3304,430000,200000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,303113.3082,345000,44000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Sigma 1.2,2015,427174.5059,500000,10000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2019,360339.0686,425000,19600,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2005,66755.30458,80000,40000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2011,86249.01321,106000,50000,Diesel,Individual,Manual,First Owner
Maruti A-Star Vxi,2009,152496.047,180000,46730,Petrol,Individual,Manual,First Owner
Datsun GO A,2015,218523.1631,250000,40000,Petrol,Individual,Manual,Second Owner
Skoda Yeti Ambition 4WD,2011,310127.1471,350000,80000,Diesel,Individual,Manual,First Owner
Maruti Zen LXi BSII,2002,49508.83665,60000,80000,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,2018,733044.9261,900000,24000,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,2017,582032.8978,700000,21170,Diesel,Dealer,Manual,First Owner
BMW 3 Series 320d Sport,2013,1672841.3,2000000,167223,Diesel,Dealer,Automatic,First Owner
Maruti Ertiga SHVS ZDI Plus,2017,838128.7922,1000000,40000,Diesel,Individual,Manual,First Owner
BMW X1 sDrive 20d Exclusive,2011,1211364.993,1375000,60000,Diesel,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 VX MT,2016,1564283.329,1800000,141440,Diesel,Dealer,Manual,First Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,133128.4312,160000,120000,Diesel,Individual,Manual,Third Owner
Mitsubishi Outlander 2.4,2012,466025.7326,525000,140000,Petrol,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012,703391.9289,850000,212814,Diesel,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2019,701219.767,800000,30000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,2017,614018.9986,700000,88635,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2018,657183.9904,800000,25000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2017,484091.9141,575000,20000,Petrol,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ,2012,288533.2764,350000,110000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2008,224283.6679,250000,120000,Diesel,Individual,Manual,Third Owner
Ford Endeavour Titanium 4X2,2011,527071.5791,600000,149674,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio 2.6 Turbo 9 Str,2007,329601.4185,370000,100000,Diesel,Individual,Manual,Third Owner
Maruti Baleno Vxi,2006,64154.21284,80000,120000,Petrol,Individual,Manual,Third Owner
Tata Indica DLX,2003,43550.78511,50000,120000,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,2018,753684.6043,900000,25000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2014,244985.2825,300000,35000,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2002,104007.905,125000,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2015,400902.7502,490000,60000,Diesel,Individual,Manual,Second Owner
Toyota Etios Liva GD,2012,240227.5551,300000,50000,Diesel,Individual,Manual,Second Owner
Tata Nano STD,2013,45915.42996,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 Sportz,2016,312327.6386,350000,25000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2019,638539.6245,755000,8000,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2017,578233.2123,720000,60000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX,2006,191483.0768,229999,200000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio S7 140 BSIV,2018,955400.921,1100000,20000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Petrol Comfortline 1.2L,2013,331794.3398,400000,100000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2015,306645.1893,350000,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel PS,2012,134375.7575,159000,68000,Diesel,Dealer,Manual,First Owner
Maruti Swift ZXi BSIV,2017,475457.3129,550000,38000,Petrol,Dealer,Manual,First Owner
Maruti Ritz VDi,2013,283112.3768,335000,80000,Diesel,Dealer,Manual,First Owner
Tata Indigo CS Emax CNG GLX,2014,162350.2601,185000,72000,CNG,Dealer,Manual,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,185305.3305,229999,75000,CNG,Dealer,Manual,First Owner
Maruti Estilo LXI,2014,197094.6521,225000,43000,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI with ABS,2007,204466.151,250000,120000,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 XM,2015,322889.6286,400000,100000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,380400.4442,470000,163000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI AGS Optional,2018,246734.5084,300000,25000,Petrol,Individual,Automatic,First Owner
Maruti Alto LX,2011,116516.2979,145000,25000,Petrol,Individual,Manual,First Owner
Maruti SX4 Vxi BSIII,2007,89223.6471,100000,90000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio SLE BSIV,2014,402349.0871,500000,70000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS CNG,2010,104135.679,130000,98000,CNG,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2010,204708.3386,240000,81925,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,129253.3449,150000,80000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT Optional,2017,232664.8147,270000,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,321226.5677,400000,90000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2012,161453.4134,200000,46000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2012,440800.0379,550000,80000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,291837.6987,325000,35000,Petrol,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI AT Style BSIV,2017,722252.9366,860000,82080,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012,533627.4016,600000,200000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0,2009,103333.0714,125000,70000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2000,49625.10328,60000,40000,Petrol,Individual,Manual,Third Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,243854.7517,300000,120000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.6 ZXi Duratec,2007,166825.7673,190000,60000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga VDI,2013,329485.6521,400000,110000,Diesel,Individual,Manual,First Owner
Tata Manza Aura Quadrajet BS IV,2011,232004.0115,260000,97000,Diesel,Individual,Manual,Second Owner
Maruti Swift VVT VXI,2017,347285.8321,400000,30000,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz Petrol,2010,216973.6116,250000,40000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2019,525662.76,600000,10000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2010,151331.1512,175000,52047,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,379975.2911,450000,200000,Diesel,Individual,Manual,Third Owner
Tata Tiago 1.2 Revotron XZA,2019,311760.965,350000,15000,Petrol,Individual,Automatic,Second Owner
Maruti Vitara Brezza ZDi,2018,708112.6211,800000,50000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI BSIII,2011,213730.4061,250000,70000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI BSIV,2019,523411.1718,600000,10000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2017,523130.3467,600000,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,114467.3806,130000,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2006,72172.0086,90000,62009,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active 1.2 S,2017,494866.1639,595000,33100,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2014,160864.8812,190000,40000,Petrol,Individual,Manual,Second Owner
Hyundai Santro GLS I - Euro I,1999,40398.61148,50000,120000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007,80959.84296,95000,80000,Petrol,Individual,Manual,First Owner
Tata Safari Storme VX,2016,809785.4583,1000000,70000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio REV 116,2006,182704.9151,220000,220000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX,2010,335707.4731,400000,50000,Diesel,Individual,Manual,First Owner
Datsun GO Plus A,2015,257096.889,315000,45000,Petrol,Individual,Manual,Second Owner
Toyota Fortuner 4x4 MT,2014,812218.0502,1000000,110000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,409738.5201,500000,49000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W11 AT BSIV,2018,1426835.088,1600000,35000,Diesel,Individual,Automatic,First Owner
Mahindra Supro VX 8 Str,2017,448834.2836,500000,160000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2007,60280.38274,70000,180000,Petrol,Individual,Manual,Third Owner
Maruti 800 AC,2007,90236.70612,105000,60000,Petrol,Individual,Manual,Second Owner
Ford Endeavour 2.5L 4X2 MT,2008,330099.6137,400000,110000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R LXI,2004,71382.18069,80000,60000,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 VXI,2016,242638.8103,300000,30000,Petrol,Individual,Manual,First Owner
Mahindra KUV 100 D75 K2,2017,333668.6931,409999,40000,Diesel,Individual,Manual,First Owner
Maruti Swift Glam,2009,222263.7342,250000,70000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010,203946.8234,250000,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2012,182587.9566,215000,80000,Diesel,Individual,Manual,Third Owner
Toyota Fortuner 4x4 MT,2015,1127044.809,1400000,120000,Diesel,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,2018,400443.5133,475000,20000,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,2018,423573.08,475000,22000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2008,66502.4277,75000,35000,Petrol,Individual,Manual,Second Owner
Chevrolet Sail Hatchback LS ABS,2013,164149.5789,200000,120000,Diesel,Individual,Manual,Second Owner
Tata Tiago NRG Petrol,2019,480140.4661,575000,8000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2011,121389.0267,150000,40000,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi Plus,2018,729640.5897,850000,10000,Diesel,Individual,Manual,First Owner
Hyundai Santro Era,2019,303783.1708,350000,30000,Petrol,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2011,460496.2704,550000,54000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 VTVT,2017,267083.1203,330000,80577,Petrol,Individual,Manual,First Owner
Honda City i-DTEC V,2017,867278.0876,1044999,25000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,2011,248877.3486,300000,127500,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,2015,201618.8648,235000,40903,Petrol,Dealer,Manual,First Owner
Ford Figo Petrol Titanium,2011,106822.3327,120000,60000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI,2004,104381.5508,130000,46000,Petrol,Individual,Manual,First Owner
Ford Endeavour 4x4 XLT,2004,233604.0377,275000,22288,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 2.0 TDI Trendline,2011,218293.2018,270000,180000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.5 TDI Highline,2015,443817.0708,500000,30000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2015,325481.2001,400000,61690,Petrol,Dealer,Manual,First Owner
Hyundai i20 Asta 1.2,2015,504135.3364,600000,64484,Petrol,Dealer,Manual,First Owner
Audi Q5 2.0 TDI,2012,1093999.317,1350000,90000,Diesel,Individual,Automatic,Second Owner
Renault Duster 85PS Diesel RxE,2013,342997.3677,400000,75976,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,2011,176291.6742,220000,70000,Diesel,Individual,Manual,Second Owner
Honda Brio E MT,2012,260035.9797,300000,85962,Petrol,Dealer,Manual,Second Owner
Maruti Omni E MPI STD BS IV,2018,202257.9552,250000,120000,Petrol,Individual,Manual,First Owner
Honda Mobilio V i DTEC,2015,522626.9274,600000,120000,Diesel,Individual,Manual,First Owner
Honda Brio S Option AT,2012,230395.2153,285000,75000,Petrol,Individual,Automatic,Second Owner
Honda Accord 2.4 MT,2009,301278.9998,350000,57035,Petrol,Dealer,Manual,First Owner
Mahindra Bolero SLX,2011,146127.3524,170000,70000,Diesel,Individual,Manual,Third Owner
Ford Figo 1.2P Ambiente MT,2015,191699.9474,229999,45000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2013,438527.435,500000,72104,Diesel,Dealer,Manual,Second Owner
Tata Nano Lx,2011,64449.13429,75000,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 SX,2016,529653.1628,600000,30000,Petrol,Individual,Manual,First Owner
Tata Indigo LS Dicor,2011,185913.6244,220000,80000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2009,130853.5922,150000,164000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2006,52697.11206,65000,124439,Petrol,Individual,Manual,Second Owner
Maruti Zen VXI,2006,103271.4419,120000,77000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2014,203768.8617,240000,90000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,315690.3067,390000,30000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2012,158329.0754,180000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,282412.8567,320000,80000,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2018,264084.8408,310000,5000,Petrol,Individual,Manual,First Owner
Maruti Wagon R AMT VXI,2018,350163.7009,420000,24000,Petrol,Individual,Automatic,First Owner
Tata Tiago NRG Petrol,2019,442580.5045,550000,10000,Petrol,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2016,484525.1414,550000,78000,Diesel,Individual,Manual,Third Owner
Mahindra TUV 300 T4 Plus,2018,614735.9463,760000,50000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,2001,38445.13962,43000,100000,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,2018,222275.9033,250000,20000,Petrol,Individual,Manual,First Owner
Hyundai Santro Magna BSIV,2019,424606.5969,500000,1250,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,2015,335868.1986,380000,17152,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W11 Option AT AWD,2019,1548699.775,1850000,5000,Diesel,Individual,Automatic,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,313659.5535,350000,77000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,2008,159096.2766,195000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LS,2011,195313.8096,225000,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,1008686.702,1125000,65000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2011,107021.4621,133000,80000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2013,163673.4969,200000,24005,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2018,821579.1762,940000,20000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2014,349090.4357,400000,120000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2009,99515.84007,120000,120000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,2015,544272.2736,625000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2005,92579.85705,110000,80000,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2012,438497.7996,490000,100000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2009,123746.0975,140000,120000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,2011,157261.5251,175000,149000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI BSIII,2005,73127.71355,90000,65000,Petrol,Individual,Manual,Second Owner
Maruti Swift Ldi BSIV,2009,238671.0395,275000,100000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Diesel Highline,2011,262624.4559,300000,65000,Diesel,Individual,Manual,Second Owner
Datsun GO Plus T Option BSIV,2018,218004.481,270000,19000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2010,105599.526,130000,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2015,225172.8958,275000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,314369.8147,352000,109000,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,2012,145710.4955,180000,90000,LPG,Individual,Manual,First Owner
Maruti Alto LX,2012,125904.3971,150000,90000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2011,247482.9148,300000,65000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010,254087.8267,300000,110000,Diesel,Individual,Manual,Second Owner
